CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.04.03;Outros;6044802.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.04.03;Outros;10944189.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.05;Investimentos;28297912.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.05;Investimentos;32363137.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.05.01;Participações em Coligadas;5031593.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.05.01;Participações em Coligadas;5448436.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.05.02;Participações em Controladas em Conjunto;0.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.05.02;Participações em Controladas em Conjunto;0.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.05.03;Participações em Controladas;23102761.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.05.03;Participações em Controladas;26748816.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.05.04;Propriedades para Investimento;0.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2020-12-31;1.05.04;Propriedades para Investimento;0.0000000000;S
00.000.000/0001-91;2020-12-31;2;BCO BRASIL S.A.;001023;DF Individual - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2019-12-31;1.05.05;Outros Investimentos;163558.0000000000;S
